pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width
AG:PAS_101A,AG:A,AG:ASC03_TOP,1,1,2.0,1,,,
AG:PAS_101B,AG:A,AG:ESCN01_TOP,1,1,2.0,1,,,
AG:PAS_101C,AG:A,AG:ESCN02_TOP,1,1,2.0,1,,,
AG:PAS_134A,AG:ASC01_BOT,AG:ASC02_TOP,1,1,8.0,5,,,
AG:PATHWAY_00,AG:ASC01_INT,AG:ASC01_BOT,5,1,,27,,,
AG:PAS_ASC01_INT,AG:ASC01_INT,AG:L5-V1_BA_01,1,1,15.0,10,,,
AG:PATHWAY_01,AG:ASC01_TOP,AG:ASC01_INT,5,1,,27,,,
AG:PAS_ASC02_BOT,AG:ASC02_BOT,AG:L5-V2_BA_01,1,1,15.0,10,,,
AG:ASC02,AG:ASC02_TOP,AG:ASC02_BOT,5,1,,27,,,
AG:PAS_112A,AG:ASC03_BOT,AG:ZNP,1,1,22.0,15,,,
AG:ASC03,AG:ASC03_TOP,AG:ASC03_BOT,5,1,,27,,,
AG:PAS_112B,AG:ESCN01_BOT,AG:ZNP,1,1,22.0,15,,,
AG:ESCN01,AG:ESCN01_TOP,AG:ESCN01_BOT,2,1,,5,-17,,
AG:PAS_112C,AG:ESCN02_BOT,AG:ZNP,1,1,22.0,15,,,
AG:ESCN02,AG:ESCN02_TOP,AG:ESCN02_BOT,2,1,,5,-17,,
AG:PAS_ESCN_V1_BOT,AG:ESCN_V1_BOT,AG:L5-V1_BA_01,1,1,16.0,11,,,
AG:PDS_01,AG:ESCN_V1_BOT_S,AG:ZNP,7,0,2.0,5,,,
AG:PAS_ESCN_V1_TOP_S,AG:ESCN_V1_TOP_S,AG:L5-V1_BA_01,1,1,16.0,11,,,
AG:PAS_ESCN_V2_BOT,AG:ESCN_V2_BOT,AG:L5-V2_BA_01,1,1,16.0,11,,,
AG:PDS_02,AG:ESCN_V2_BOT_S,AG:ZNP,7,0,2.0,5,,,
AG:PAS_ESCN_V2_TOP_S,AG:ESCN_V2_TOP_S,AG:L5-V2_BA_01,1,1,16.0,11,,,
AG:ESCN_V1,AG:ESCN_V1_TOP,AG:ESCN_V1_BOT,2,1,,10,-34,,
AG:ESCN_V1_S,AG:ESCN_V1_TOP_S,AG:ESCN_V1_BOT_S,2,1,,10,-34,,
AG:ESCN_V2,AG:ESCN_V2_TOP,AG:ESCN_V2_BOT,2,1,,10,-34,,
AG:ESCN_V2_S,AG:ESCN_V2_TOP_S,AG:ESCN_V2_BOT_S,2,1,,10,-34,,
AG:BATERIA_01,AG:ZNP,AG:ZP,6,0,2.0,4,,,
AG:PAS_113A,AG:ZP,AG:ASC01_TOP,1,1,8.0,5,,,
AG:PAS_114A,AG:ZP,AG:ESCN_V1_TOP,1,1,6.0,4,,,
AG:PAS_114B,AG:ZP,AG:ESCN_V2_TOP,1,1,6.0,4,,,
AH:PAS_20,AH:L1-V1_BA_01,AH:L1-V1_BA_02,1,1,45.0,32,,,3.0
AH:PAS_21,AH:L1-V1_BA_02,AH:L1-V1_BA_03,1,1,45.0,32,,,3.0
AH:PAS_22,AH:L1-V2_BA_01,AH:L1-V2_BA_02,1,1,45.0,32,,,3.0
AH:PAS_23,AH:L1-V2_BA_02,AH:L1-V2_BA_03,1,1,45.0,32,,,3.0
AH:PAS_ESCN_01,AH:L1-V1_BA_01,AH:ESCN_01_BOT,1,1,3.2,2,,,3.0
AH:PAS_ESCN_02,AH:L1-V2_BA_01,AH:ESCN_02_BOT,1,1,3.2,2,,,3.0
AH:PAS_ESCN_03,AH:L1-V1_BA_02,AH:ESCN_03_BOT,1,1,10.9,7,,,3.0
AH:PAS_ESCN_04,AH:L1-V2_BA_02,AH:ESCN_04_BOT,1,1,10.9,7,,,3.0
AH:PAS_ASC01,AH:L1-V1_BA_01,AH:ASC01_BOT,1,1,18.0,12,,,3.0
AH:PAS_ASC02,AH:L1-V2_BA_01,AH:ASC02_BOT,1,1,18.0,12,,,3.0
AH:ESCN_01,AH:ESCN_01_BOT,AH:ESCN_01_TOP,2,1,,6,21,,3.0
AH:ESCN_02,AH:ESCN_02_BOT,AH:ESCN_02_TOP,2,1,,6,21,,3.0
AH:ESCN_03,AH:ESCN_03_BOT,AH:ESCN_03_TOP,2,1,,6,21,,3.0
AH:ESCN_04,AH:ESCN_04_BOT,AH:ESCN_04_TOP,2,1,,6,21,,3.0
AH:ASC01,AH:ASC01_BOT,AH:ASC01_TOP,5,1,,30,,,
AH:ASC02,AH:ASC02_BOT,AH:ASC02_TOP,5,1,,30,,,
AH:PAS_01,AH:ZNP_02,AH:ZNP_01,1,1,8.0,5,,,4.0
AH:PAS_02,AH:ZNP_12,AH:ZNP_01,1,1,8.0,5,,,4.0
AH:PAS_05,AH:ZNP_03,AH:ZNP_01,1,1,8.0,5,,,4.0
AH:PAS_06,AH:ZNP_04,AH:ZNP_01,1,1,8.0,5,,,4.0
AH:PDS_01,AH:ESCN_01_TOP,AH:ZNP_03,7,0,2.0,5,,,
AH:PDS_02,AH:ESCN_02_TOP,AH:ZNP_04,7,0,2.0,5,,,
AH:PAS_03,AH:ESCN_03_TOP,AH:ZP_01,1,1,8.3,5,,,4.0
AH:PAS_04,AH:ESCN_04_TOP,AH:ZP_01,1,1,8.3,5,,,4.0
AH:PAS_07,AH:ZP_05,AH:ZP_03,1,1,6.5,4,,,2.0
AH:PAS_08,AH:ZP_06,AH:ZP_03,1,1,6.5,4,,,2.0
AH:BU_01,AH:ZNP_02,AH:ZP_01,6,0,2.0,4,,,
AH:PAS_A1,AH:ESCN_A1_BOT,AH:ZNP_06,1,1,2.0,1,,,3.4
AH:PAS_A2,AH:ZNP_06,AH:ZNP_01,1,1,19.5,13,,,3.4
AH:PAS_B1,AH:ESCN_B1_BOT,AH:ZNP_01,1,1,23.7,16,,,3.4
AH:PAS_ASC03,AH:ASC03_BOT,AH:ZNP_06,1,1,4.5,3,,,2.0
AH:PAS_ASC03_2,AH:A,AH:ASC03_TOP,1,1,2.5,1,,,
AH:ESCN_A1,AH:A,AH:ESCN_A1_BOT,2,1,,7,-26,,3.4
AH:ESCN_B1,AH:B,AH:ESCN_B1_BOT,2,1,,7,-26,,3.4
AH:ASC03,AH:ASC03_BOT,AH:ASC03_TOP,5,1,,30,,,
AH:PAS_ASC01_2,AH:ASC01_TOP,AH:ZP_05,1,1,29.0,20,,,2.0
AH:PAS_ASC02_2,AH:ASC02_TOP,AH:ZP_06,1,1,29.0,20,,,2.0
AH:BU-PMRE_01,AH:ZNP_12,AH:ZP_03,6,0,2.0,4,,,
AH:BU-PMRS_01,AH:ZP_03,AH:ZNP_12,7,0,2.0,5,,,
AL:PAS_20,AL:L1-V1_BA_01,AL:ZP_10,1,1,22.5,16,,,3.0
AL:PAS_21,AL:ZP_10,AL:L1-V1_BA_02,1,1,22.5,16,,,3.0
AL:PAS_22,AL:L1-V1_BA_02,AL:ZP_11,1,1,22.5,16,,,3.0
AL:PAS_23,AL:ZP_11,AL:L1-V1_BA_03,1,1,22.5,16,,,3.0
AL:PAS_24,AL:L1-V2_BA_01,AL:ZP_12,1,1,22.5,16,,,3.0
AL:PAS_25,AL:ZP_12,AL:L1-V2_BA_02,1,1,22.5,16,,,3.0
AL:PAS_26,AL:L1-V2_BA_02,AL:ZP_13,1,1,22.5,16,,,3.0
AL:PAS_27,AL:ZP_13,AL:L1-V2_BA_03,1,1,22.5,16,,,3.0
AL:PAS_ESCN_01,AL:ZP_10,AL:ESCN_01_BOT,1,1,3.3,2,,,3.0
AL:PAS_ESCN_02,AL:ZP_12,AL:ESCN_02_BOT,1,1,3.3,2,,,3.0
AL:PAS_ESCN_03,AL:ZP_11,AL:ESCN_03_BOT,1,1,3.3,2,,,3.0
AL:PAS_ESCN_04,AL:ZP_13,AL:ESCN_04_BOT,1,1,3.3,2,,,3.0
AL:PAS_ASC01,AL:L1-V1_BA_03,AL:ASC01_BOT,1,1,18.0,12,,,3.0
AL:PAS_ASC02,AL:L1-V2_BA_03,AL:ASC02_BOT,1,1,18.0,12,,,3.0
AL:ESCN_01,AL:ESCN_01_BOT,AL:ESCN_01_TOP,2,1,,6,21,,3.0
AL:ESCN_02,AL:ESCN_02_BOT,AL:ESCN_02_TOP,2,1,,6,21,,3.0
AL:ESCN_03,AL:ESCN_03_BOT,AL:ESCN_03_TOP,2,1,,6,21,,3.0
AL:ESCN_04,AL:ESCN_04_BOT,AL:ESCN_04_TOP,2,1,,6,21,,3.0
AL:ASC01,AL:ASC01_BOT,AL:ASC01_TOP,5,1,,30,,,
AL:ASC02,AL:ASC02_BOT,AL:ASC02_TOP,5,1,,30,,,
AL:PDS_01,AL:ESCN_01_TOP,AL:ZNP_03,7,0,2.0,5,,,
AL:PDS_02,AL:ESCN_02_TOP,AL:ZNP_04,7,0,2.0,5,,,
AL:PAS_01,AL:ZNP_02,AL:ZNP_01,1,1,8.0,5,,,4.0
AL:PAS_05,AL:ZNP_03,AL:ZNP_01,1,1,8.0,5,,,4.0
AL:PAS_06,AL:ZNP_04,AL:ZNP_01,1,1,8.0,5,,,4.0
AL:PAS_03,AL:ESCN_03_TOP,AL:ZP_01,1,1,8.3,5,,,4.0
AL:PAS_04,AL:ESCN_04_TOP,AL:ZP_01,1,1,8.3,5,,,4.0
AL:BU_01,AL:ZNP_02,AL:ZP_01,6,0,2.0,4,,,
AL:PAS_A1,AL:ESCN_A1_BOT,AL:ESCN_A2_TOP,1,1,9.2,6,,,5.0
AL:PAS_B1,AL:ESCN_B1_BOT,AL:ZNP_07,1,1,8.0,5,,,5.0
AL:PAS_ASC03,AL:ASC03_BOT,AL:ZNP_07,1,1,8.0,5,,,5.0
AL:ESCN_A1,AL:A,AL:ESCN_A1_BOT,2,1,,7,-24,,5.0
AL:ESCN_B1,AL:B,AL:ESCN_B1_BOT,2,1,,6,-22,,5.0
AL:ASC03,AL:ASC03_TOP,AL:ASC03_BOT,5,1,,30,,,
AL:PAS_ASC01_2,AL:ASC01_TOP,AL:ZP_01,1,1,50.0,35,,,2.0
AL:PAS_ASC02_2,AL:ASC02_TOP,AL:ZP_01,1,1,50.0,35,,,2.0
AL:BU-PMRS_01,AL:ZP_01,AL:ZNP_02,7,0,2.0,5,,,
AL:PAS_07,AL:ESCN_01_TOP,AL:ZP_03,1,1,8.3,5,,,3.2
AL:PAS_08,AL:ESCN_02_TOP,AL:ZP_03,1,1,8.3,5,,,3.2
AL:PAS_A2,AL:ESCN_A2_BOT,AL:ZNP_01,1,1,11.0,7,,,5.0
AL:ESCN_A2,AL:ESCN_A2_TOP,AL:ESCN_A2_BOT,2,1,,2,-8,,5.0
AL:RAM_B1,AL:RAM_B1_TOP,AL:RAM_B1_BOT,1,1,12.5,8,,,2.5
AL:ESCN_B2,AL:ESCN_B2_TOP,AL:ESCN_B2_BOT,2,1,,1,-6,,2.5
AL:PAS_B2,AL:ZNP_07,AL:ESCN_B2_TOP,1,1,17.8,12,,,2.5
AL:PAS_B3,AL:ZNP_07,AL:RAM_B1_TOP,1,1,8.3,5,,,2.5
AL:PAS_B7,AL:ZNP_05,AL:ZNP_01,1,1,11.0,7,,,5.0
AL:PAS_B5,AL:ESCN_B2_BOT,AL:ZNP_05,1,1,7.3,5,,,2.5
AL:PAS_B6,AL:RAM_B1_BOT,AL:ZNP_05,1,1,5.8,4,,,2.5
AL:PAS_ASC03_2,AL:B,AL:ASC03_TOP,1,1,0.1,,,,
NA:ASC02,NA:ASC02_TOP,NA:ASC02_BOT,5,1,,27,,,1.2
NA:ASC01,NA:ASC01_TOP,NA:ASC01_BOT,5,1,,27,,,1.2
NA:ASC03,NA:ASC03_TOP,NA:ASC03_BOT,5,1,,27,,,1.2
NA:ESC01,NA:ESC01_TOP,NA:ESC01_BOT,4,0,,24,,,1.0
NA:ESC04,NA:ESC04_TOP,NA:ESC04_BOT,4,0,,24,,,1.0
NA:ESC02,NA:ESC02_TOP,NA:ESC02_BOT,4,0,,24,,,1.0
NA:ESC05,NA:ESC05_TOP,NA:ESC05_BOT,4,0,,24,,,1.0
NA:ESC06,NA:ESC06_TOP,NA:ESC06_BOT,4,0,,24,,,1.0
NA:ESC03,NA:ESC03_TOP,NA:ESC03_BOT,4,0,,24,,,1.0
AN:ASC03,AN:ASC03_TOP,AN:ASC03_BOT,5,1,,27,,,1.2
AN:ASC02,AN:ASC02_TOP,AN:ASC02_BOT,5,1,,27,,,1.2
AN:ASC01,AN:ASC01_TOP,AN:ASC01_BOT,5,1,,27,,,1.2
AN:ASC06,AN:ASC06_TOP,AN:ASC06_BOT,5,1,,27,,,1.2
AN:ASC04,AN:ASC04_TOP,AN:ASC04_BOT,5,1,,27,,,1.2
AN:ASC05,AN:ASC05_TOP,AN:ASC05_BOT,5,1,,27,,,1.2
AN-NA:PAS_A1,AN-NA:A,AN-NA:ESCN_A1_TOP,1,1,6.0,4,,,
AN-NA:PAS_B1,AN-NA:B,AN-NA:ESCN_B1_TOP,1,1,6.0,4,,,
AN-NA:PAS_C1,AN-NA:C,AN-NA:ESCN_C1_TOP,1,1,6.0,4,,,
AN-NA:PAS_D1,AN-NA:D,AN-NA:ESCN_D1_TOP,1,1,6.0,4,,,
AN-NA:PAS_B2,AN-NA:B,NA:ASC03_TOP,1,1,6.0,4,,,
AN-NA:PAS_C2,AN-NA:ESCN_C1_BOT,AN-NA:ZNPS_01,1,1,6.0,4,,,
AN-NA:PAS_C3,AN-NA:ESCN_C1_BOT,AN-NA:ZNPS_02,1,1,6.0,4,,,
AN-NA:PAS_C4,AN-NA:ESCN_C1_BOT,AN-NA:ZNPS_03,1,1,6.0,4,,,
AN-NA:PAS_C5,AN-NA:ESCN_C1_BOT,AN-NA:ZNPS_04,1,1,6.0,4,,,
AN-NA:BS,AN-NA:ZNPS_01,AN-NA:ZPS_01,6,0,1.6,4,,,
AN-NA:PDS_01,AN-NA:ZPS_02,AN-NA:ZNPS_02,7,0,1.6,5,,,
AN-NA:PDS_02,AN-NA:ZPS_03,AN-NA:ZNPS_03,7,0,1.6,5,,,
AN-NA:BS-PMRE_01,AN-NA:ZNPS_04,AN-NA:ZPS_04,6,0,1.6,4,,,
AN-NA:BS-PMRS_01,AN-NA:ZPS_04,AN-NA:ZNPS_04,7,0,1.6,5,,,
AN-NA:PAS_C6,AN-NA:ZPS_01,AN-NA:ESCN_01_TOP,1,1,6.0,4,,,
AN-NA:PAS_C7,AN-NA:ZPS_01,AN-NA:ESCN_02_TOP,1,1,6.0,4,,,
AN-NA:PAS_C8,AN-NA:ZPS_02,AN-NA:ESCN_01_TOP,1,1,6.0,4,,,
AN-NA:PAS_C9,AN-NA:ZPS_03,AN-NA:ESCN_02_TOP,1,1,6.0,4,,,
AN-NA:PAS_C10,AN-NA:ZPS_04,AN:ASC04_TOP,1,1,6.0,4,,,
AN-NA:PAS_C11,AN-NA:ZPS_04,AN:ASC05_TOP,1,1,6.0,4,,,
AN-NA:PAS_A2,AN-NA:ESCN_A1_BOT,AN-NA:ZNPN_01,1,1,6.0,4,,,
AN-NA:PAS_A3,AN-NA:ESCN_A1_BOT,AN-NA:ZNPN_02,1,1,6.0,4,,,
AN-NA:PAS_A4,AN-NA:ESCN_A1_BOT,AN-NA:ZNPN_03,1,1,6.0,4,,,
AN-NA:PAS_A5,AN-NA:ESCN_A1_BOT,AN-NA:ZNPN_04,1,1,6.0,4,,,
AN-NA:BN,AN-NA:ZNPN_01,AN-NA:ZPN_01,6,0,1.6,4,,,
AN-NA:PDS_03,AN-NA:ZPN_02,AN-NA:ZNPN_02,7,0,1.6,5,,,
AN-NA:PDS_04,AN-NA:ZPN_03,AN-NA:ZNPN_03,7,0,1.6,5,,,
AN-NA:BN-PMRE_01,AN-NA:ZNPN_04,AN-NA:ZPN_04,6,0,1.6,4,,,
AN-NA:BN-PMRS_01,AN-NA:ZPN_04,AN-NA:ZNPN_04,7,0,1.6,5,,,
AN-NA:PAS_B3,NA:ASC03_BOT,AN-NA:ZNPO_01,1,1,17.0,12,,,
AN-NA:PAS_B4,AN-NA:ESCN_B1_BOT,AN-NA:ESCN_B2_TOP,1,1,17.0,12,,,
AN-NA:PAS_B5,AN-NA:ESCN_B1_BOT,NA:ESC04_TOP,1,1,17.0,12,,,
AN-NA:PAS_B6,NA:ESC04_BOT,AN-NA:ZNPO_01,1,1,17.0,12,,,
AN-NA:PAS_B7,AN-NA:ESCN_B2_BOT,AN-NA:ZNPO_01,1,1,17.0,12,,,
AN-NA:PAS_B8,AN-NA:ZNPO_01,AN-NA:ZNPO_02,1,1,17.0,12,,,
AN-NA:PAS_B9,AN-NA:ZNPO_01,AN-NA:ZNPO_03,1,1,17.0,12,,,
AN-NA:PAS_B10,AN-NA:ZNPO_01,AN-NA:ZNPO_04,1,1,17.0,12,,,
AN-NA:PAS_B11,AN-NA:ZNPO_01,AN-NA:ZNPO_05,1,1,17.0,12,,,
AN-NA:BO,AN-NA:ZNPO_02,AN-NA:ZPO_01,6,0,1.6,4,,,
AN-NA:PDS_05,AN-NA:ZPO_03,AN-NA:ZNPO_04,7,0,1.6,5,,,
AN-NA:PDS_06,AN-NA:ZPO_04,AN-NA:ZNPO_05,7,0,1.6,5,,,
AN-NA:BO-PMRE_01,AN-NA:ZNPO_03,AN-NA:ZPO_02,6,0,1.6,4,,,
AN-NA:BO-PMRS_01,AN-NA:ZPO_02,AN-NA:ZNPO_03,7,0,1.6,5,,,
AN-NA:PAS_B12,AN-NA:ZPO_03,AN-NA:ESCN_05_TOP,1,1,17.0,12,,,
AN-NA:PAS_B13,AN-NA:ZPO_04,AN-NA:ESCN_06_TOP,1,1,17.0,12,,,
AN-NA:PAS_B14,AN-NA:ZPO_01,AN-NA:ESCN_05_TOP,1,1,17.0,12,,,
AN-NA:PAS_B15,AN-NA:ZPO_01,AN-NA:ESCN_06_TOP,1,1,17.0,12,,,
AN-NA:ESCN_A1,AN-NA:ESCN_A1_TOP,AN-NA:ESCN_A1_BOT,2,1,,7,-25,,
AN-NA:ESCN_B1,AN-NA:ESCN_B1_TOP,AN-NA:ESCN_B1_BOT,2,1,,7,-25,,
AN-NA:ESCN_B2,AN-NA:ESCN_B2_TOP,AN-NA:ESCN_B2_BOT,2,1,,6,-21,,
AN-NA:ESCN_C1,AN-NA:ESCN_C1_TOP,AN-NA:ESCN_C1_BOT,2,1,,7,-25,,
AN-NA:ESCN_D1,AN-NA:ESCN_D1_TOP,AN-NA:ESCN_D1_BOT,2,1,,7,-25,,
AN-NA:ESCN_D2,AN-NA:ESCN_D2_TOP,AN-NA:ESCN_D2_BOT,2,1,,6,-21,,
AN-NA:ESCN_01,AN-NA:ESCN_01_TOP,AN-NA:ESCN_01_BOT,2,1,,7,-25,,
AN-NA:ESCN_02,AN-NA:ESCN_02_TOP,AN-NA:ESCN_02_BOT,2,1,,7,-25,,
AN-NA:ESCN_03,AN-NA:ESCN_03_TOP,AN-NA:ESCN_03_BOT,2,1,,7,-25,,
AN-NA:ESCN_04,AN-NA:ESCN_04_TOP,AN-NA:ESCN_04_BOT,2,1,,7,-25,,
AN-NA:ESCN_05,AN-NA:ESCN_05_TOP,AN-NA:ESCN_05_BOT,2,1,,6,-21,,
AN-NA:ESCN_06,AN-NA:ESCN_06_TOP,AN-NA:ESCN_06_BOT,2,1,,6,-21,,
AN-NA:ESCN_07,AN-NA:ESCN_07_TOP,AN-NA:ESCN_07_BOT,2,1,,6,-21,,
AN-NA:ESCN_08,AN-NA:ESCN_08_TOP,AN-NA:ESCN_08_BOT,2,1,,6,-21,,
AN-NA:PAS_B16,AN-NA:ZPO_02,NA:ASC02_TOP,1,1,17.0,12,,,
AN-NA:PAS_B17,AN-NA:ZPO_02,NA:ASC01_TOP,1,1,17.0,12,,,
AN-NA:PAS_A6,AN-NA:ZPN_02,AN-NA:ESCN_03_TOP,1,1,6.0,4,,,
AN-NA:PAS_A7,AN-NA:ZPN_03,AN-NA:ESCN_04_TOP,1,1,6.0,4,,,
AN-NA:PAS_A8,AN-NA:ZPN_01,AN-NA:ESCN_03_TOP,1,1,6.0,4,,,
AN-NA:PAS_A9,AN-NA:ZPN_01,AN-NA:ESCN_04_TOP,1,1,6.0,4,,,
AN-NA:PAS_A10,AN-NA:ZPN_04,AN:ASC01_TOP,1,1,6.0,4,,,
AN-NA:PAS_A11,AN-NA:ZPN_04,AN:ASC06_TOP,1,1,6.0,4,,,
AN-NA:PAS_01,AN-NA:L2_V1_BA_01,AN-NA:L2_V1_BA_02,1,1,50.0,35,,,
AN-NA:PAS_02,AN-NA:L2_V1_BA_02,AN-NA:L2_V1_BA_03,1,1,50.0,35,,,
AN-NA:PAS_03,AN-NA:L2_V2_BA_01,AN-NA:L2_V2_BA_02,1,1,50.0,35,,,
AN-NA:PAS_04,AN-NA:L2_V2_BA_02,AN-NA:L2_V2_BA_03,1,1,50.0,35,,,
AN-NA:PAS_05,AN-NA:L5_V1_BA_01,AN-NA:L5_V1_BA_02,1,1,50.0,35,,,
AN-NA:PAS_06,AN-NA:L5_V1_BA_02,AN-NA:L5_V1_BA_03,1,1,50.0,35,,,
AN-NA:PAS_07,AN-NA:L5_V2_BA_01,AN-NA:L5_V2_BA_02,1,1,50.0,35,,,
AN-NA:PAS_08,AN-NA:L5_V2_BA_02,AN-NA:L5_V2_BA_03,1,1,50.0,35,,,
AN-NA:PAS_09,AN-NA:ESCN_01_BOT,AN-NA:L2_V1_BA_03,1,1,17.0,12,,,
AN-NA:PAS_10,AN-NA:ESCN_02_BOT,AN-NA:L2_V2_BA_03,1,1,17.0,12,,,
AN-NA:PAS_11,AN-NA:ESCN_03_BOT,AN-NA:L2_V1_BA_01,1,1,17.0,12,,,
AN-NA:PAS_12,AN-NA:ESCN_04_BOT,AN-NA:L2_V2_BA_01,1,1,17.0,12,,,
AN-NA:PAS_13,AN-NA:ESCN_05_BOT,AN-NA:L5_V1_BA_01,1,1,17.0,12,,,
AN-NA:PAS_14,AN-NA:ESCN_06_BOT,AN-NA:L5_V2_BA_01,1,1,17.0,12,,,
AN-NA:PAS_15,AN-NA:ESCN_07_BOT,AN-NA:L5_V1_BA_03,1,1,17.0,12,,,
AN-NA:PAS_16,AN-NA:ESCN_08_BOT,AN-NA:L5_V2_BA_03,1,1,17.0,12,,,
AN-NA:PAS_17,NA:ASC02_BOT,AN-NA:L5_V2_BA_01,1,1,17.0,12,,,
AN-NA:PAS_18,NA:ASC01_BOT,AN-NA:L5_V1_BA_01,1,1,17.0,12,,,
AN-NA:PAS_19,AN:ASC01_BOT,AN-NA:L2_V1_BA_01,1,1,17.0,12,,,
AN-NA:PAS_20,AN:ASC06_BOT,AN-NA:L2_V2_BA_01,1,1,17.0,12,,,
AN-NA:PAS_21,AN:ASC04_BOT,AN-NA:L2_V1_BA_03,1,1,17.0,12,,,
AN-NA:PAS_22,AN:ASC05_BOT,AN-NA:L2_V2_BA_03,1,1,17.0,12,,,
AN-NA:ESCN_09,AN-NA:ESCN_09_TOP,AN-NA:ESCN_09_BOT,2,1,,6,-21,,
AN-NA:ESCN_10,AN-NA:ESCN_10_TOP,AN-NA:ESCN_10_BOT,2,1,,6,-21,,
AN-NA:ESCN_11,AN-NA:ESCN_11_TOP,AN-NA:ESCN_11_BOT,2,1,,6,-21,,
AN-NA:ESCN_12,AN-NA:ESCN_12_TOP,AN-NA:ESCN_12_BOT,2,1,,6,-21,,
AN-NA:ESCN_13,AN-NA:ESCN_13_TOP,AN-NA:ESCN_13_BOT,2,1,,6,-21,,
AN-NA:ESCN_14,AN-NA:ESCN_14_TOP,AN-NA:ESCN_14_BOT,2,1,,6,-21,,
AN-NA:ESCN_15,AN-NA:ESCN_15_TOP,AN-NA:ESCN_15_BOT,2,1,,6,-21,,
AN-NA:ESCN_16,AN-NA:ESCN_16_TOP,AN-NA:ESCN_16_BOT,2,1,,6,-21,,
AN-NA:PAS_23,AN-NA:ESCN_11_TOP,AN-NA:L2_V1_BA_03,1,1,17.0,12,,,
AN-NA:PAS_24,AN-NA:ESCN_15_TOP,AN-NA:L2_V2_BA_03,1,1,17.0,12,,,
AN-NA:PAS_25,AN-NA:ESCN_09_TOP,AN-NA:L2_V1_BA_01,1,1,17.0,12,,,
AN-NA:PAS_26,AN-NA:ESCN_13_TOP,AN-NA:L2_V2_BA_01,1,1,17.0,12,,,
AN-NA:PAS_27,AN-NA:ESCN_10_TOP,AN-NA:L2_V1_BA_02,1,1,17.0,12,,,
AN-NA:PAS_28,AN-NA:ESCN_12_TOP,AN-NA:L2_V1_BA_02,1,1,17.0,12,,,
AN-NA:PAS_29,AN-NA:ESCN_14_TOP,AN-NA:L2_V2_BA_02,1,1,17.0,12,,,
AN-NA:PAS_30,AN-NA:ESCN_16_TOP,AN-NA:L2_V2_BA_02,1,1,17.0,12,,,
AN-NA:PAS_31,AN:ASC02_TOP,AN-NA:L2_V1_BA_03,1,1,17.0,12,,,
AN-NA:PAS_32,AN:ASC03_TOP,AN-NA:L2_V1_BA_01,1,1,17.0,12,,,
AN-NA:PAS_33,AN-NA:ESCN_09_BOT,AN-NA:ZP_01,1,1,17.0,12,,,
AN-NA:PAS_34,AN-NA:ESCN_10_BOT,AN-NA:ZP_01,1,1,17.0,12,,,
AN-NA:PAS_35,AN-NA:ESCN_13_BOT,AN-NA:ZP_01,1,1,17.0,12,,,
AN-NA:PAS_36,AN-NA:ESCN_14_BOT,AN-NA:ZP_01,1,1,17.0,12,,,
AN-NA:PAS_37,AN-NA:ESCN_11_BOT,AN-NA:ZP_02,1,1,17.0,12,,,
AN-NA:PAS_38,AN-NA:ESCN_12_BOT,AN-NA:ZP_02,1,1,17.0,12,,,
AN-NA:PAS_39,AN-NA:ESCN_15_BOT,AN-NA:ZP_02,1,1,17.0,12,,,
AN-NA:PAS_40,AN-NA:ESCN_16_BOT,AN-NA:ZP_02,1,1,17.0,12,,,
AN-NA:PAS_41,AN:ASC02_BOT,AN-NA:ZP_02,1,1,17.0,12,,,
AN-NA:PAS_42,AN:ASC03_BOT,AN-NA:ZP_01,1,1,17.0,12,,,
AN-NA:PAS_D2,AN-NA:ESCN_D1_BOT,AN-NA:ESCN_D2_TOP,1,1,17.0,12,,,
AN-NA:PAS_D3,AN-NA:ESCN_D2_BOT,AN-NA:ZNPP_01,1,1,17.0,12,,,
AN-NA:PAS_D4,AN-NA:ESCN_D2_BOT,AN-NA:ZNPP_02,1,1,17.0,12,,,
AN-NA:PAS_D5,AN-NA:ESCN_D2_BOT,AN-NA:ZNPP_03,1,1,17.0,12,,,
AN-NA:PAS_D6,AN-NA:ZPP_01,AN-NA:ESCN_07_TOP,1,1,17.0,12,,,
AN-NA:PAS_D7,AN-NA:ZPP_01,AN-NA:ESCN_08_TOP,1,1,17.0,12,,,
AN-NA:PAS_D8,AN-NA:ZPP_02,AN-NA:ESCN_07_TOP,1,1,17.0,12,,,
AN-NA:PAS_D9,AN-NA:ZPP_03,AN-NA:ESCN_08_TOP,1,1,17.0,12,,,
AN-NA:BP,AN-NA:ZNPP_01,AN-NA:ZPP_01,6,0,1.6,4,,,
AN-NA:PDS_07,AN-NA:ZPP_02,AN-NA:ZNPP_02,7,0,1.6,5,,,
AN-NA:PDS_08,AN-NA:ZPP_03,AN-NA:ZNPP_03,7,0,1.6,5,,,
AN-NA:PAS_D10,AN-NA:ESCN_07_BOT,AN-NA:ZP_01,1,1,17.0,12,,,
AN-NA:PAS_D11,AN-NA:ESCN_08_BOT,AN-NA:ZP_02,1,1,17.0,12,,,
AN-NA:PAS_43,AN-NA:ZP_01,AN-NA:L5_V1_BA_03,1,1,17.0,12,,,
AN-NA:PAS_44,AN-NA:ZP_02,AN-NA:L5_V2_BA_03,1,1,17.0,12,,,
