pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width
ESN:ASC03_TOP_TO_INT,ESN:ASC03_TOP,ESN:ASC03_INT,5,1,,33,,,
ESN:ASC03_INT_TO_BOT,ESN:ASC03_BOT,ESN:ASC03_INT,5,1,,33,,,
ESN:ASC02_TOP_TO_INT,ESN:ASC02_TOP,ESN:ASC02_INT,5,1,,33,,,
ESN:ASC02_INT_TO_BOT,ESN:ASC02_INT,ESN:ASC02_BOT,5,1,,33,,,
ESN:PAS_036,ESN:ASC02_BOT,ESN:L6-V2_BA_01,1,1,16.0,11,,,2.0
ESN:PAS_035,ESN:ZP_03,ESN:ASC02_INT,1,1,6.0,4,,,2.0
ESN:PDS_02,ESN:ZP_01,ESN:ZNP_05,7,0,,5,,,
ESN:PDS_01,ESN:ZP_02,ESN:ZNP_04,4,0,,4,,,
ESN:BO-PMRE_01,ESN:ZNP_05,ESN:ZP_01,6,0,,4,,,
ESN:BO-PMRS_01,ESN:ZP_01,ESN:ZNP_05,7,0,,5,,,
ESN:BP-PMRE_01,ESN:ZNP_04,ESN:ZP_02,6,0,,4,,,
ESN:BP-PMRS_01,ESN:ZP_02,ESN:ZNP_04,7,0,,5,,,
ESP:ASC01_A1,ESP:ASC01_A1_TOP,ESP:ASC01_A1_BOT,5,1,,32,,,
ESP:PATHWAY_00,ESP:ASC02_TOP,ESP:ASC02_INT,5,1,,32,,,
ESP:PATHWAY_01,ESP:ASC02_INT,ESP:ASC02_BOT,5,1,,32,,,
ESP:ASC03,ESP:ASC03_TOP,ESP:ASC03_BOT,5,1,,32,,,
ESP:BATERIA_01,ESP:ZNP_01,ESP:ZP_01,6,0,2.0,4,,,
ESP:PDS_01,ESP:ZP_01,ESP:ZNP_01,7,0,2.0,5,,,
ESP:PDS_02,ESP:ZP_01,ESP:ZNP_01,7,0,2.0,5,,,
ESP:BATERIA_02,ESP:ZNP_01,ESP:ZP_01,6,0,2.0,4,,,
ESP:ESC02_A1,ESP:ESC02_A1_BOT,ESP:ESC02_A1_TOP,4,0,,9,,,
ESP:ESC03,ESP:ESC03_TOP,ESP:ESC03_BOT,4,0,,9,,,
ESP:ESC05,ESP:ESC05_BOT,ESP:ESC05_TOP,4,0,,9,,,
ESP:ESC06,ESP:ESC06_TOP,ESP:ESC06_BOT,4,0,,9,,,
ESP:ESCN01_A1,ESP:ESCN01_A1_TOP,ESP:ESCN01_A1_BOT,2,1,,10,-34,,
ESP:ESCN03,ESP:ESCN03_TOP,ESP:ESCN03_BOT,2,1,,10,-34,,
ESP:ESCN04,ESP:ESCN04_TOP,ESP:ESCN04_BOT,2,1,,12,-40,,
ESP:ESCN_V1,ESP:ESCN_V1_TOP,ESP:ESCN_V1_BOT,2,1,,6,-20,,
ESP:ESCN_V2,ESP:ESCN_V2_TOP,ESP:ESCN_V2_BOT,2,1,,6,-20,,
ESP:PAS_108,ESP:ESCN01_A1_BOT,ESP:ESCN03_TOP,1,1,5.0,3,,,
ESP:PAS_109,ESP:ESC02_A1_BOT,ESP:ESC03_BOT,1,1,5.0,3,,,
ESP:PAS_112,ESP:ASC01_A1_BOT,ESP:ZNP_01,1,1,15.0,10,,,
ESP:PAS_113,ESP:ESCN03_BOT,ESP:ZNP_01,1,1,15.0,10,,,
ESP:PAS_114,ESP:ESC03_TOP,ESP:ZNP_01,1,1,15.0,10,,,
ESP:PAS_115,ESP:ZP_01,ESP:ESCN04_TOP,1,1,8.0,5,,,
ESP:PAS_116,ESP:ZP_01,ESP:ASC02_TOP,1,1,8.0,5,,,
ESP:PAS_117,ESP:ZP_01,ESP:ESC06_TOP,1,1,8.0,5,,,
ESP:PAS_118,ESP:ESC05_TOP,ESP:ZP_01,1,1,8.0,5,,,
ESP:PAS_123,ESP:ESCN04_BOT,ESP:ASC02_INT,1,1,15.0,10,,,
ESP:PATHWAY_02,ESP:ESC06_BOT,ESP:ASC02_INT,1,1,15.0,10,,,
ESP:PAS_125,ESP:ESC05_BOT,ESP:ASC02_INT,1,1,15.0,10,,,
ESP:PAS_126,ESP:ASC02_INT,ESP:ESCN_V1_TOP,1,1,15.0,10,,,
ESP:PAS_127,ESP:ASC02_INT,ESP:ESCN_V2_TOP,1,1,15.0,10,,,
ESP:PAS_128,ESP:ASC02_INT,ESP:ASC03_TOP,1,1,15.0,10,,,
ESP:PAS_ASC02_BOT,ESP:ASC02_BOT,ESP:L3-V1_BA_01,1,1,20.0,14,,,
ESP:PAS_ESCN_V1_BOT,ESP:ESCN_V1_BOT,ESP:L3-V1_BA_01,1,1,20.0,14,,,
ESP:PAS_ASC03_BOT,ESP:ASC03_BOT,ESP:L3-V2_BA_01,1,1,20.0,14,,,
ESP:PAS_ESCN_V2_BOT,ESP:ESCN_V2_BOT,ESP:L3-V2_BA_01,1,1,20.0,14,,,
ESP:PATHWAY_03,ESP:ESC06_BOT,ESP:ESCN_V1_TOP,1,1,15.0,10,,,
ESP:PATHWAY_04,ESP:ESC06_BOT,ESP:ESCN_V2_TOP,1,1,15.0,10,,,
ESP:PATHWAY_05,ESP:ESCN04_BOT,ESP:ESCN_V1_TOP,1,1,15.0,10,,,
ESP:PATHWAY_06,ESP:ESCN04_BOT,ESP:ESCN_V2_TOP,1,1,15.0,10,,,
ESP:PAS_102,ESP:A,ESP:ASC01_A1_TOP,1,1,2.0,1,,,
ESP:PAS_103,ESP:A,ESP:ESCN01_A1_TOP,1,1,2.0,1,,,
ESP:PAS_104,ESP:A,ESP:ESC02_A1_TOP,1,1,2.0,1,,,
FCV:ASC01,FCV:ASC01_BOT,FCV:ASC01_TOP,5,1,,32,,,
FCV:PAS_10,FCV:ESC02_TOP,FCV:A,1,1,3.0,2,,,
FCV:PAS_11,FCV:ASC01_TOP,FCV:A,1,1,3.0,2,,,
FCV:PAS_12,FCV:ESC05_TOP,FCV:ZP_01,1,1,8.0,5,,,
FCV:PDS_01,FCV:ZP_01,FCV:ZNP_02,7,0,2.0,5,,,
FCV:TOR_01,FCV:ZNP_02,FCV:ZP_01,6,0,2.0,4,,,
FCV:PAS_13,FCV:ASC02_TOP,FCV:ZP_01,1,1,18.0,12,,,
FCV:ESCN_A1,FCV:ESCN_A1_TOP,FCV:ESCN_A1_BOT,2,1,,14,-49,,
FCV:ESC02,FCV:ESC02_BOT,FCV:ESC02_TOP,4,0,,33,,,
FCV:PAS_14,FCV:ESCN_10_TOP,FCV:ZP_01,1,1,8.0,5,,,
FCV:PAS_15,FCV:ZNP_01,FCV:ZNP_02,1,1,32.0,22,,,
FCV:PAS_16,FCV:ESCN_A1_BOT,FCV:ZNP_01,1,1,3.0,2,,,
FCV:PAS_17,FCV:ZNP_01,FCV:ESC02_BOT,1,1,1.0,,,,
FCV:PAS_18,FCV:ZNP_01,FCV:ASC01_BOT,1,1,15.0,10,,,
FCV:PAS_19,FCV:A,FCV:ESCN_A1_TOP,1,1,3.0,2,,,
FCV:PAS_20,FCV:ZP_10,FCV:ASC03_TOP,1,1,15.0,10,,,
FCV:PAS_21,FCV:ZP_10,FCV:ESCN_05_TOP,1,1,15.0,10,,,
FCV:PAS_22,FCV:ZP_11,FCV:ZP_10,1,1,35.0,25,,,
FCV:PAS_23,FCV:ZP_11,FCV:ESCN_03_TOP,1,1,10.5,7,,,
FCV:PAS_24,FCV:ZP_11,FCV:ESCN_02_TOP,1,1,10.5,7,,,
FCV:PAS_25,FCV:ASC02_INT,FCV:ZP_12,1,1,17.0,12,,,
FCV:PAS_26,FCV:ZP_12,FCV:ZP_10,1,1,25.0,17,,,
FCV:PAS_27,FCV:ESC05_BOT,FCV:ZP_12,1,1,2.0,1,,,
FCV:PAS_28,FCV:ZP_12,FCV:ESCN_10_BOT,1,1,2.0,1,,,
FCV:PAS_29,FCV:ZP_12,FCV:ESCN_04_TOP,1,1,25.0,17,,,
FCV:PAS_30,FCV:L3-V1_BA_02,FCV:L3-V1_BA_03,1,1,40.0,28,,,
FCV:PAS_31,FCV:L3-V1_BA_01,FCV:L3-V1_BA_02,1,1,40.0,28,,,
FCV:PAS_32,FCV:L3-V2_BA_02,FCV:L3-V2_BA_03,1,1,40.0,28,,,
FCV:PAS_33,FCV:L3-V2_BA_01,FCV:L3-V2_BA_02,1,1,40.0,28,,,
FCV:ESCN_02,FCV:ESCN_02_TOP,FCV:ESCN_02_BOT,2,1,,7,-26,,
FCV:ESCN_03,FCV:ESCN_03_TOP,FCV:ESCN_03_BOT,2,1,,7,-26,,
FCV:ASC02_B,FCV:ASC02_INT,FCV:ASC02_BOT,5,1,,32,,,
FCV:ESCN_04,FCV:ESCN_04_TOP,FCV:ESCN_04_BOT,2,1,,7,-26,,
FCV:ESCN_05,FCV:ESCN_05_TOP,FCV:ESCN_05_BOT,2,1,,7,-26,,
FCV:ASC03,FCV:ASC03_TOP,FCV:ASC03_BOT,5,1,,32,,,
FCV:ESC05,FCV:ESC05_BOT,FCV:ESC05_TOP,4,0,,30,,,
FCV:ESCN_10,FCV:ESCN_10_BOT,FCV:ESCN_10_TOP,2,1,,12,42,,
FCV:ASC02_A,FCV:ASC02_INT,FCV:ASC02_TOP,5,1,,32,,,
FCV:PAS_34,FCV:ESCN_02_BOT,FCV:L3-V2_BA_03,1,1,6.0,4,,,
FCV:PAS_35,FCV:ESCN_03_BOT,FCV:L3-V1_BA_03,1,1,6.0,4,,,
FCV:PAS_36,FCV:ASC02_BOT,FCV:L3-V1_BA_02,1,1,24.0,17,,,
FCV:PAS_37,FCV:ESCN_04_BOT,FCV:L3-V1_BA_02,1,1,24.0,17,,,
FCV:PAS_38,FCV:ASC03_BOT,FCV:L3-V2_BA_02,1,1,12.0,8,,,
FCV:PAS_39,FCV:ESCN_05_BOT,FCV:L3-V2_BA_02,1,1,12.0,8,,,
FER:PAS_102,FER:A,FER:ASC01_TOP,1,1,5.0,3,,,
FER:PAS_104,FER:ESC01_TOP,FER:A,1,1,5.0,3,,,
FER:PAS_105,FER:A,FER:ESC02_TOP,1,1,5.0,3,,,
FER:PAS_103,FER:A,FER:ESCN01_TOP,1,1,5.0,3,,,
FER:PAS_111,FER:ASC01_BOT,FER:ZNP_01,1,1,11.0,7,,,
FER:ASC01,FER:ASC01_TOP,FER:ASC01_BOT,5,1,,32,,,
FER:PAS_ASC02_V2_BOT,FER:ASC02_V2_BOT,FER:L3-V2_BA_01,1,1,8.0,5,,,
FER:ASC02_V2,FER:ASC02_V2_TOP,FER:ASC02_V2_BOT,5,1,,32,,,
FER:PAS_ASC03_V1_BOT,FER:ASC03_V1_BOT,FER:L3-V1_BA_01,1,1,8.0,5,,,
FER:ASC03_V1,FER:ASC03_V1_TOP,FER:ASC03_V1_BOT,5,1,,32,,,
FER:ESC01,FER:ESC01_BOT,FER:ESC01_TOP,4,0,,19,,,
FER:PAS_113,FER:ESC01_BOT,FER:ZNP_01,1,1,11.0,7,,,
FER:PAS_114,FER:ESC02_BOT,FER:ZNP_01,1,1,11.0,7,,,
FER:ESC02,FER:ESC02_TOP,FER:ESC02_BOT,4,0,,19,,,
FER:PAS_112,FER:ESCN01_BOT,FER:ZNP_01,1,1,11.0,7,,,
FER:ESCN01,FER:ESCN01_TOP,FER:ESCN01_BOT,2,1,,22,-76,,
FER:PAS_ESCN02_V1_BOT,FER:ESCN02_V1_BOT,FER:L3-V1_BA_01,1,1,8.0,5,,,
FER:ESCN02_V1,FER:ESCN02_V1_TOP,FER:ESCN02_V1_BOT,2,1,,7,-26,,
FER:PAS_ESCN03_V2_BOT,FER:ESCN03_V2_BOT,FER:L3-V2_BA_01,1,1,8.0,5,,,
FER:ESCN03_V2,FER:ESCN03_V2_TOP,FER:ESCN03_V2_BOT,2,1,,7,-26,,
FER:BATERIA_01,FER:ZNP_01,FER:ZP_01,6,0,2.0,4,,,
FER:BATERIA_02,FER:ZNP_01,FER:ZP_01,6,0,2.0,4,,,
FER:PAS_115,FER:ZP_01,FER:ASC02_V2_TOP,1,1,8.0,5,,,
FER:PAS_116,FER:ZP_01,FER:ASC03_V1_TOP,1,1,40.0,28,,,
FER:PAS_117,FER:ZP_01,FER:ESCN02_V1_TOP,1,1,50.0,35,,,
FER:PAS_118,FER:ZP_01,FER:ESCN03_V2_TOP,1,1,8.0,5,,,
FER:PDS_01,FER:ZP_01,FER:ZNP_01,7,0,2.0,5,,,
FER:PDS_02,FER:ZP_01,FER:ZNP_01,7,0,2.0,5,,,
FRA:ASC05,FRA:ASC05_TOP,FRA:ASC05_BOT,5,1,,30,,,1.2
FRA:ASC01,FRA:ASC01_TOP,FRA:ASC01_BOT,5,1,,30,,,1.2
FRA:ASC02,FRA:ASC02_TOP,FRA:ASC02_BOT,5,1,,30,,,1.2
FRA:ASC03,FRA:ASC03_TOP,FRA:ASC03_INT1,5,1,,30,,,1.2
FRA:ASC04,FRA:ASC04_TOP,FRA:ASC04_INT1,5,1,,30,,,1.2
FRA:ESC10,FRA:ESC10_TOP,FRA:ESC10_BOT,4,0,,24,,,1.0
FRA:ESC12,FRA:ESC12_TOP,FRA:ESC12_BOT,4,0,,24,,,1.0
FRA:ESC14,FRA:ESC14_TOP,FRA:ESC14_BOT,4,0,,24,,,1.0
FRA:ESC09,FRA:ESC09_BOT,FRA:ESC09_TOP,4,0,,24,,,1.0
FRA:ESC13,FRA:ESC13_TOP,FRA:ESC13_BOT,4,0,,24,,,1.0
FRA:ESC05,FRA:ESC05_TOP,FRA:ESC05_BOT,4,0,,24,,,1.0
FRA:ESC01,FRA:ESC01_TOP,FRA:ESC01_BOT,4,0,,24,,,1.0
FRA:ESC06,FRA:ESC06_TOP,FRA:ESC06_BOT,4,0,,24,,,1.0
FR:ESC01,FR:ESC01_TOP,FR:ESC01_BOT,4,0,,24,,,1.0
FR:ESC02,FR:ESC02_TOP,FR:ESC02_BOT,4,0,,24,,,1.0
FRA-FR:ESCN_A1,FRA-FR:ESCN_A1_TOP,FRA-FR:ESCN_A1_BOT,2,1,,7,-25,,
FRA-FR:ESCN_A2,FRA-FR:ESCN_A2_TOP,FRA-FR:ESCN_A2_BOT,2,1,,6,-21,,
FRA-FR:ESCN_X1,FRA-FR:ESCN_X1_TOP,FRA-FR:ESCN_X1_BOT,2,1,,7,-25,,
FRA-FR:ESCN_B1,FRA-FR:ESCN_B1_TOP,FRA-FR:ESCN_B1_BOT,2,1,,7,-25,,
FRA-FR:ESCN_01,FRA-FR:ESCN_01_TOP,FRA-FR:ESCN_01_BOT,2,1,,6,-21,,
FRA-FR:ESCN_02,FRA-FR:ESCN_02_TOP,FRA-FR:ESCN_02_BOT,2,1,,6,-21,,
FRA-FR:ESCN_03,FRA-FR:ESCN_03_TOP,FRA-FR:ESCN_03_BOT,2,1,,6,-21,,
FRA-FR:ESCN_04,FRA-FR:ESCN_04_TOP,FRA-FR:ESCN_04_BOT,2,1,,6,-21,,
FRA-FR:ESCN_05,FRA-FR:ESCN_05_TOP,FRA-FR:ESCN_05_BOT,2,1,,6,-21,,
FRA-FR:ESCN_06,FRA-FR:ESCN_06_TOP,FRA-FR:ESCN_06_BOT,2,1,,6,-21,,
FRA-FR:ESCN_07,FRA-FR:ESCN_07_TOP,FRA-FR:ESCN_07_BOT,2,1,,6,-21,,
FRA-FR:ESCN_08,FRA-FR:ESCN_08_TOP,FRA-FR:ESCN_08_BOT,2,1,,6,-21,,
FRA-FR:ESCN_09,FRA-FR:ESCN_09_TOP,FRA-FR:ESCN_09_BOT,2,1,,6,-21,,
FRA-FR:ESCN_10,FRA-FR:ESCN_10_TOP,FRA-FR:ESCN_10_BOT,2,1,,6,-21,,
FRA-FR:PAS_A1,FRA-FR:A,FRA-FR:ESCN_A1_TOP,1,1,6.0,4,,,
FRA-FR:PAS_X1,FRA-FR:X,FRA-FR:ESCN_X1_TOP,1,1,6.0,4,,,
FRA-FR:PAS_B1,FRA-FR:B,FRA-FR:ESCN_B1_TOP,1,1,6.0,4,,,
FRA-FR:PAS_A2,FRA-FR:ESCN_A1_BOT,FRA-FR:ZNP_01,1,1,15.0,10,,,
FRA-FR:PAS_A3,FRA-FR:ZNP_01,FRA-FR:ESCN_A2_TOP,1,1,15.0,10,,,
FRA-FR:PAS_A4,FRA-FR:ESCN_A2_BOT,FRA-FR:ZNP_02,1,1,15.0,10,,,
FRA-FR:PAS_B2,FRA-FR:ESCN_B1_BOT,FRA-FR:ZNP_07,1,1,15.0,10,,,
FRA-FR:PAS_X2,FRA-FR:ESCN_X1_BOT,FRA-FR:ZNP_06,1,1,15.0,10,,,
FRA-FR:PAS_01,FRA-FR:ZNP_02,FRA-FR:ZNP_03,1,1,15.0,10,,,
FRA-FR:PAS_02,FRA-FR:ZNP_02,FRA-FR:ZNP_04,1,1,15.0,10,,,
FRA-FR:PAS_03,FRA-FR:ZNP_02,FRA-FR:ZNP_05,1,1,15.0,10,,,
FRA-FR:PAS_X3,FRA-FR:ZNP_06,FRA-FR:ZNP_02,1,1,15.0,10,,,
FRA-FR:PAS_04,FRA-FR:ZNP_07,FRA-FR:ZNP_08,1,1,15.0,10,,,
FRA-FR:PAS_05,FRA-FR:ZNP_07,FRA-FR:ZNP_09,1,1,15.0,10,,,
FRA-FR:PAS_06,FRA-FR:ZNP_07,FRA-FR:ZNP_10,1,1,15.0,10,,,
FRA-FR:BN,FRA-FR:ZNP_03,FRA-FR:ZP_01,6,0,1.6,4,,,
FRA-FR:BS,FRA-FR:ZNP_08,FRA-FR:ZP_04,6,0,1.6,4,,,
FRA-FR:PDS_01,FRA-FR:ZP_02,FRA-FR:ZNP_04,7,0,1.6,5,,,
FRA-FR:PDS_02,FRA-FR:ZP_05,FRA-FR:ZNP_09,7,0,1.6,5,,,
FRA-FR:BN-PMRE_01,FRA-FR:ZNP_05,FRA-FR:ZP_03,6,0,1.6,4,,,
FRA-FR:BS-PMRE_01,FRA-FR:ZNP_10,FRA-FR:ZP_06,6,0,1.6,4,,,
FRA-FR:BN-PMRS_01,FRA-FR:ZP_03,FRA-FR:ZNP_05,7,0,1.6,5,,,
FRA-FR:BS-PMRS_01,FRA-FR:ZP_06,FRA-FR:ZNP_10,6,0,1.6,4,,,
FRA-FR:PAS_07,FRA-FR:ZP_01,FRA-FR:ESCN_01_TOP,1,1,15.0,10,,,
FRA-FR:PAS_08,FRA-FR:ZP_01,FRA-FR:ESCN_02_TOP,1,1,15.0,10,,,
FRA-FR:PAS_09,FRA-FR:ZP_01,FRA-FR:ESCN_03_TOP,1,1,15.0,10,,,
FRA-FR:PAS_10,FRA-FR:ZP_04,FRA-FR:ESCN_09_TOP,1,1,15.0,10,,,
FRA-FR:PAS_11,FRA-FR:ZP_04,FRA-FR:ESCN_10_TOP,1,1,15.0,10,,,
FRA-FR:PAS_12,FRA-FR:ZP_04,FRA-FR:ESCN_11_TOP,1,1,15.0,10,,,
FRA-FR:PAS_13,FRA-FR:L2_V1_BA_01,FRA-FR:L2_V1_BA_02,1,1,50.0,35,,,
FRA-FR:PAS_14,FRA-FR:L2_V1_BA_02,FRA-FR:L2_V1_BA_03,1,1,50.0,35,,,
FRA-FR:PAS_15,FRA-FR:L2_V2_BA_01,FRA-FR:L2_V2_BA_02,1,1,50.0,35,,,
FRA-FR:PAS_16,FRA-FR:L2_V2_BA_02,FRA-FR:L2_V2_BA_03,1,1,50.0,35,,,
FRA-FR:PAS_17,FRA-FR:L6_V1_BA_01,FRA-FR:L6_V1_BA_02,1,1,50.0,35,,,
FRA-FR:PAS_18,FRA-FR:L6_V1_BA_02,FRA-FR:L6_V1_BA_03,1,1,50.0,35,,,
FRA-FR:PAS_19,FRA-FR:L6_V2_BA_01,FRA-FR:L6_V2_BA_02,1,1,50.0,35,,,
FRA-FR:PAS_20,FRA-FR:L6_V2_BA_02,FRA-FR:L6_V2_BA_03,1,1,50.0,35,,,
FRA-FR:PAS_21,FRA-FR:ESCN_11_BOT,FRA-FR:ESCN_07_TOP,1,1,15.0,10,,,
FRA-FR:PAS_22,FRA-FR:ESCN_11_BOT,FRA-FR:ESCN_08_TOP,1,1,15.0,10,,,
FRA-FR:PAS_23,FRA-FR:ESCN_11_BOT,FRA-FR:ESCN_05_BOT,1,1,15.0,10,,,
FRA-FR:PAS_31,FRA-FR:ESCN_06_TOP,FRA-FR:ESCN_11_TOP,1,1,15.0,10,,,
FRA-FR:PAS_24,FRA-FR:ZP_01,FRA-FR:ESCN_06_TOP,1,1,15.0,10,,,
FRA-FR:ESCN_11,FRA-FR:ESCN_11_TOP,FRA-FR:ESCN_11_BOT,2,1,,6,-21,,
FRA-FR:PAS_25,FRA-FR:ESCN_05_TOP,FRA-FR:L2_V2_BA_02,1,1,15.0,10,,,
FRA-FR:PAS_26,FRA-FR:ESCN_01_BOT,FRA-FR:L2_V1_BA_01,1,1,15.0,10,,,
FRA-FR:PAS_27,FRA-FR:ESCN_02_BOT,FRA-FR:L2_V2_BA_01,1,1,15.0,10,,,
FRA-FR:PAS_28,FRA-FR:ESCN_03_BOT,FRA-FR:L2_V1_BA_01,1,1,15.0,10,,,
FRA-FR:PAS_29,FRA-FR:ESCN_04_BOT,FRA-FR:L2_V2_BA_01,1,1,15.0,10,,,
FRA-FR:PAS_30,FRA-FR:ESCN_06_BOT,FRA-FR:L2_V1_BA_02,1,1,15.0,10,,,
FRA-FR:PAS_32,FRA-FR:ZP_01,FRA-FR:ESCN_04_TOP,1,1,15.0,10,,,
FRA-FR:PAS_33,FRA-FR:L2_V2_BA_02,FRA-FR:ESCN_12_TOP,1,1,15.0,10,,,
FRA-FR:PAS_34,FRA-FR:L2_V2_BA_02,FRA-FR:ESCN_13_TOP,1,1,15.0,10,,,
FRA-FR:ESCN_12,FRA-FR:ESCN_12_TOP,FRA-FR:ESCN_12_BOT,2,1,,6,-21,,
FRA-FR:ESCN_13,FRA-FR:ESCN_13_TOP,FRA-FR:ESCN_13_BOT,2,1,,6,-21,,
FRA-FR:PAS_35,FRA-FR:ESCN_12_BOT,FRA-FR:L6_V1_BA_02,1,1,15.0,10,,,
FRA-FR:PAS_36,FRA-FR:ESCN_13_BOT,FRA-FR:L6_V2_BA_02,1,1,15.0,10,,,
FRA-FR:PAS_37,FRA-FR:ESCN_07_BOT,FRA-FR:L6_V1_BA_03,1,1,15.0,10,,,
FRA-FR:PAS_38,FRA-FR:ESCN_08_BOT,FRA-FR:L6_V2_BA_03,1,1,15.0,10,,,
FRA-FR:PAS_39,FRA-FR:ZP_01,FRA-FR:ZP_02,1,1,3.0,2,,,
FRA-FR:PAS_40,FRA-FR:ZP_04,FRA-FR:ZP_05,1,1,3.0,2,,,
FRA-FR:PAS_41,FRA-FR:ZP_03,FRA:ASC02_TOP,1,1,15.0,10,,,
FRA-FR:PAS_42,FRA-FR:ZP_06,FRA:ASC03_TOP,1,1,15.0,10,,,
FRA:ASC03_01,FRA:ASC03_INT1,FRA:ASC03_INT2,5,1,,30,,,
FRA:ASC03_02,FRA:ASC03_INT2,FRA:ASC03_BOT,5,1,,30,,,
FRA-FR:PAS_43,FRA:ASC03_INT1,FRA-FR:L2_V2_BA_02,1,1,15.0,10,,,
FRA-FR:PAS_44,FRA:ASC03_BOT,FRA-FR:L6_V2_BA_02,1,1,15.0,10,,,
FRA-FR:PAS_45,FRA:ESC09_TOP,FRA-FR:ESCN_11_BOT,1,1,15.0,10,,,
FRA-FR:PAS_46,FRA-FR:ESCN_10_BOT,FRA:ESC11_BOT,1,1,15.0,10,,,
FRA-FR:PAS_46B,FRA-FR:ESCN_09_BOT,FRA:ESC11_BOT,1,1,15.0,10,,,
FRA-FR:PAS_X4,FRA-FR:X,FRA:ASC01_TOP,1,1,6.0,4,,,
FRA-FR:PAS_X5,FRA:ASC01_BOT,FRA-FR:ZNP_02,1,1,15.0,10,,,
FRA-FR:PAS_47,FRA-FR:ZP_03,FRA:ASC02_TOP,1,1,15.0,10,,,
FRA-FR:PAS_48,FRA:ASC02_BOT,FRA-FR:L2_V1_BA_02,1,1,15.0,10,,,
FRA-FR:PAS_49,FRA:ASC04_INT1,FRA-FR:L2_V2_BA_02,1,1,15.0,10,,,
FRA-FR:PAS_50,FRA:ASC04_BOT,FRA-FR:L6_V1_BA_02,1,1,15.0,10,,,
FRA:ASC04_01,FRA:ASC04_INT1,FRA:ASC04_INT2,5,1,,30,,,
FRA:ASC04_02,FRA:ASC04_INT2,FRA:ASC04_BOT,5,1,,30,,,
FRA-FR:PAS_B3,FRA-FR:B,FRA:ASC05_TOP,1,1,6.0,4,,,
FRA-FR:PAS_B4,FRA:ASC05_BOT,FRA-FR:ZNP_07,1,1,15.0,10,,,
FRA-FR:PAS_A5,FRA-FR:A,FR:ESC01_TOP,1,1,6.0,4,,,
FRA-FR:PAS_A6,FRA-FR:A,FR:ESC02_TOP,1,1,6.0,4,,,
FRA-FR:PAS_A7,FR:ESC01_BOT,FRA-FR:ZNP_01,1,1,15.0,10,,,
FRA-FR:PAS_A8,FR:ESC02_BOT,FRA-FR:ZNP_01,1,1,15.0,10,,,
FRA-FR:PAS_B6,FRA:ESC01_BOT,FRA-FR:ZNP_07,1,1,15.0,10,,,
FRA-FR:PAS_B5,FRA-FR:B,FRA:ESC01_TOP,1,1,6.0,4,,,
FRA-FR:PAS_X6,FRA-FR:X,FRA:ESC13_TOP,1,1,6.0,4,,,
FRA-FR:PAS_X7,FRA:ESC13_BOT,FRA-FR:ZNP_02,1,1,15.0,10,,,
FRA-FR:PAS_51,FRA-FR:ZP_06,FRA:ASC04_TOP,1,1,15.0,10,,,
FRA-FR:PAS_52,FRA-FR:L6_V1_BA_02,FRA-FR:ESCN_12_BOT,1,1,15.0,10,,,
FRA-FR:PAS_53,FRA:ESC12_TOP,FRA-FR:ESCN_11_BOT,1,1,15.0,10,,,
FRA-FR:PAS_B7,FRA-FR:B,FRA:ESC14_TOP,1,1,6.0,4,,,
FRA-FR:PAS_B8,FRA:ESC14_BOT,FRA-FR:ZNP_07,1,1,15.0,10,,,
FRA-FR:PAS_54,FRA:ESC06_TOP,FRA-FR:ESCN_11_TOP,1,1,15.0,10,,,
FRA-FR:PAS_55,FRA:ESC06_BOT,FRA-FR:ESCN_11_BOT,1,1,15.0,10,,,
FRA-FR:PAS_56,FRA:ESC05_TOP,FRA-FR:ESCN_11_TOP,1,1,15.0,10,,,
FRA-FR:PAS_57,FRA:ESC05_BOT,FRA-FR:ESCN_11_BOT,1,1,15.0,10,,,
FRA-FR:PAS_58,FRA-FR:L6_V1_BA_02,FRA:ESC10_BOT,1,1,15.0,10,,,
FRA-FR:PAS_59,FRA:ESC10_TOP,FRA:ESC11_BOT,1,1,15.0,10,,,
FRA-FR:PAS_101,FRA:ESC09_BOT,FRA-FR:L6_V2_BA_03,1,1,17.0,12,,,
FRA-FR:PAS_102,FRA:ESC12_BOT,FRA-FR:L6_V1_BA_03,1,1,17.0,12,,,
GL:PAS_001,GL:A,GL:ZNP,1,1,5.0,3,,,
GL:PAS_002,GL:B,GL:ZNP,1,1,5.0,3,,,
GL:PAS_003,GL:C,GL:ZNP,1,1,5.0,3,,,
GL:PAS_200,GL:ZNP,GL:TOR_01,1,1,5.0,3,,,
GL:BATERIA_01,GL:TOR_01,GL:ZP,6,0,2.0,4,,,
GL:PAS_202,GL:ZP,GL:PMR_01,1,1,5.0,3,,,
GL:PDS_PMRE_01,GL:PMR_01,GL:ZNP,7,0,2.0,5,,,
GL:PAS_210,GL:ZP,GL:ESC01_TOP,1,1,4.0,2,,,
GL:PAS_211,GL:ZP,GL:ASC03_TOP,1,1,10.0,7,,,
GL:ESC01,GL:ESC01_TOP,GL:ESC01_BOT,4,0,,8,,,
GL:ESC02,GL:ESC02_BOT,GL:ESC02_TOP,4,0,,8,,,
GL:PAS_302,GL:ESC01_BOT,GL:ESC03_TOP,1,1,24.0,17,,,
